seller_id,seller_state,total_orders,total_revenue,avg_review_score,late_orders,avg_delay_days,avg_delivery_days,total_freight,late_rate_pct
080102cd0a76b09e0dcf55fcacc60e05,MG,120,5521.87,4.54,5,-11.9,9.4,2151.09,4.2
080199a181c46c657dc5aa235411be3b,SP,78,14324.71,4.61,1,-9.5,7.7,1031.23,1.3
08061dc0fc165ed41288cc7acde738ee,SP,4,123.8,4.5,1,-1.0,19.5,58.42,25.0
08084d990eb3f53af056ccbc1730c8a7,SP,11,343.4,4.4,0,-15.2,8.1,203.53,0.0
081acf3de680d554796c9cf041be7bc2,MG,3,997.4,4.0,1,-11.0,15.7,189.79,33.3
082e0bf4cb865a6533b1e8e498cc0255,SP,11,2073.3,3.27,2,-14.6,13.9,991.0300000000001,18.2
085f6f7e049c996695fb2074fe38d45e,SP,6,305.4,4.0,0,-13.8,10.3,130.56,0.0
08633c14ef2db992c11f840f04fad4cd,SP,71,7310.0,4.39,4,-10.6,9.5,1330.02,5.6
0873d9f8f36123f8d910f4760e788cfb,SP,5,5875.59,3.6,2,-9.4,13.8,145.97,40.0
0885aaf116795758dfeb5f1032487bcd,SP,25,2660.98,4.4,0,-11.5,5.6,519.62,0.0
0887a9f087bcd5d9f6642b52f897fc6c,SP,12,1642.0,4.42,1,-12.4,13.6,220.35,8.3
08ad4ac1388e4420ca531c3edfc46198,SP,6,240.62,2.83,0,-10.7,5.8,107.3,0.0
08cdbae123ff67ca4e36d9d641ce0119,MG,4,3098.99,3.25,2,1.2,23.8,1096.47,50.0
08d0949a9a17c027262db1f3c450c26c,PR,11,309.8,3.91,0,-11.7,14.1,226.43,0.0
08d1c9478fb0d7d7fcac9c0da4e82fc7,MG,1,538.0,5.0,0,-13.0,10.0,67.57,0.0
08d2d642cf72b622b14dde1d2f5eb2f5,SP,16,909.0,4.31,2,-11.5,14.8,306.15999999999997,12.5
08f5819815f3d06545011850bd70f0a8,SP,3,452.0,4.67,0,-15.3,7.7,70.83,0.0
091065b789659bc3cd9af9cb3a6253ff,RS,2,1359.0,3.5,0,-11.0,11.0,85.37,0.0
0936e1837d0c79253456bbb2ffaaef10,SP,1,38.9,5.0,0,-12.0,18.0,31.12,0.0
093805f8f2aeb63881444571e1f48f30,SP,22,1215.79,4.18,1,-10.2,7.8,343.94,4.5
094ced053e257ae8cae57205592d6712,SP,19,1622.1,4.05,0,-15.7,11.8,500.16,0.0
0951a6e282947e09cd47969f4ed0b47f,SP,7,492.3,4.86,0,-7.6,4.3,88.02,0.0
09883d9ab71c8fe8a9bfc7fc3075b07e,SP,4,269.6,4.0,1,-5.2,14.0,60.489999999999995,25.0
099095b050cfe8eb1ddff5317587e96e,SP,16,5003.84,3.38,3,-9.8,10.9,702.09,18.8
09bad886111255c5b5030314fc7f1a4a,SP,5,487.5,5.0,0,-4.4,6.0,72.86,0.0
09f952a5f58d2285b0372551ae8f9b01,SP,46,11161.77,3.98,3,-11.0,13.0,1491.86,6.5
0a198e95d32b1be2da9424c962a6ebfa,MG,1,69.99,5.0,0,-4.0,16.0,16.68,0.0
0a82f5fb06a4fe4ac2cf7cb412ec71b8,SP,2,462.0,5.0,0,-10.0,5.0,22.799999999999997,0.0
0a85ebe4e328db81ac9109781205e2f7,SP,12,767.89,4.58,1,-8.4,4.8,151.04,8.3
0aa2205ca24f113f4658a5c536667426,SP,4,815.62,4.0,0,-11.2,8.2,172.48000000000002,0.0
0ac4201fda2c68ebc0e47cb9423cf3c9,SP,13,1676.88,4.23,1,-12.3,12.2,233.99,7.7
0ad80de75c811326389cfb1daba7d45e,RJ,6,1449.4,5.0,0,-12.5,8.5,115.32000000000001,0.0
0adac9fbd9a2b63cccaac4f8756c1ca8,SP,105,15848.39,4.11,6,-11.0,12.7,2410.13,5.7
0ade5cc4a305ed7093a23f68ca47519c,PR,2,158.88,5.0,0,-21.0,6.5,42.39,0.0
0aea4c6ae1505b3228ddf3dd7822ee5b,SP,8,1427.91,3.88,2,-6.5,17.9,151.75,25.0
0af2ab31141893d26aca5a404a537dab,SP,1,59.0,5.0,0,-6.0,5.0,15.51,0.0
0af977692321d895349eded183341d28,SP,2,257.75,4.5,0,-8.5,2.0,19.47,0.0
0afccdb8a34ee5c79f7c06faf2b4d56e,MG,24,1185.6,4.09,2,-10.4,13.0,371.49,8.3
0b0ddbc7b9d9584f442c7ac92b0ff6c9,SP,3,1416.76,4.67,0,-18.0,11.7,133.88,0.0
0b18d63d0cd1d723567903fd34a07df2,SP,9,1678.14,4.78,0,-16.0,6.7,265.89,0.0
0b1ca3ef18a63d7eb0c8897fa0849c08,SP,1,55.0,5.0,0,-6.0,6.0,7.87,0.0
0b35c634521043bf4b47e21547b99ab5,PR,49,14396.4,3.42,8,-12.2,19.1,1677.42,16.3
0b36063d5818f81ccb94b54adfaebbf5,SC,1,765.0,5.0,0,-21.0,14.0,18.0,0.0
0b3f27369a4d8df98f7eb91077e438ac,SP,2,146.51,4.0,0,-10.0,7.0,24.88,0.0
0b46f784306be7200ca1700aa55d819f,MG,1,19.9,5.0,0,-15.0,3.0,10.96,0.0
0b64bcdb0784abc139af04077d49a20e,RS,4,137.6,4.75,0,-18.0,8.0,68.21000000000001,0.0
0b90b6df587eb83608a64ea8b390cf07,PR,160,28160.93,4.05,6,-18.4,14.2,3563.95,3.8
0bae85eb84b9fb3bd773911e89288d54,SP,134,7723.9,4.31,1,-15.0,9.9,2942.21,0.7
0bb27263628258b8111a0262769fa9db,SP,1,22.2,5.0,0,-17.0,41.0,10.96,0.0
0bb738e4d789e63e2267697c42d35a2d,SP,28,1979.4,4.64,1,-14.0,11.6,591.7,3.6
0be8ff43f22e456b4e0371b2245e4d01,SP,155,11521.69,4.05,10,-11.7,9.9,2534.96,6.5
0bebbb2cea103a4a020c95d43fd7d754,SP,9,1367.2,4.89,0,-10.4,5.4,147.14,0.0
0bf0150d5b9d60d9cd2906003332f085,SP,39,5774.6,3.79,6,-6.8,13.6,1097.74,15.4
0bfd0b434243adc5c2e1aa6baf19c6aa,RJ,6,396.1,3.67,0,-20.5,8.0,101.03999999999999,0.0
0c7533c71df861ec58ad7ff999ed0e8d,SP,59,2923.4,4.19,3,-10.0,10.4,884.5,5.1
0c7f30ae9b147eca07affbef92832a6a,PR,5,479.5,5.0,0,-16.8,8.0,87.61,0.0
0c8380b62e38e8a1e6adbeba7eb9688c,MG,176,17556.39,4.07,9,-11.8,12.6,4087.16,5.1
0cab2da43793a6f3c5ed8514c5f54627,PR,3,309.7,5.0,0,-21.3,4.7,57.2,0.0
0cbcee27c791afa0cdcb08587a2013a8,MG,37,5054.15,4.0,4,-15.0,12.3,783.53,10.8
0d33a55da925bbf1ff02af5f6059fc7f,SP,21,571.29,4.43,1,-11.4,8.0,389.61,4.8
0d4c8269e7f0401201794deef160edd6,SP,3,792.64,3.67,0,-6.0,17.0,99.39,0.0
0d83f8e03188682112cc0d93523705cc,RS,4,696.26,3.75,1,-11.0,16.5,124.31,25.0
0d85bbda9889ce1f7e63778d24f346eb,MG,51,4845.2,4.2,6,-11.7,15.3,1624.5,11.8
0daf5180aa44356f60f8effa533b55a2,GO,2,144.8,5.0,0,-5.0,7.5,38.83,0.0
0db783cfcd3b73998abc6e10e59a102f,SP,130,8879.4,4.22,5,-13.1,11.3,1988.68,3.8
0dd184061fb0eaa7ca37932c68ab91c5,SP,159,18660.91,4.03,17,-10.4,11.4,5408.35,10.7
0ddefe3c7a032b91f4e25b9c3a08fca1,SP,9,402.9,4.56,0,-9.2,7.6,150.0,0.0
0df3984f9dfb3d49ac6366acbd3bbb85,MG,85,9981.39,4.42,1,-14.7,9.2,1518.36,1.2
0dfbed20065e425d2eaefb101f9816c0,SP,3,84.35,2.67,1,-2.0,21.0,49.25,33.3
0e44d110fa6a54e121cb2c095a77762f,SP,6,223.32,4.33,1,-7.3,11.5,70.06,16.7
0e72c1a751b496722a6cb1f10653b62a,SP,3,140.8,4.67,0,-12.3,6.3,51.300000000000004,0.0
0e982cff76cc0579f632cea8a0e38c9d,SC,5,934.52,4.6,0,-13.0,9.0,100.61,0.0
0ea22c1cfbdc755f86b9b54b39c16043,MG,225,10735.69,4.45,2,-16.7,10.6,4194.27,0.9
0eaa7e33d73809f1f925f7d07c506cbd,SP,15,1552.0,4.71,0,-14.8,5.5,194.9,0.0
0ebd97a106433a45a4aebe57c1799778,MG,30,3111.7,4.6,0,-17.0,9.2,627.11,0.0
0ec28cec4046a4a199b6de9b4c891d97,GO,3,296.6,5.0,0,-6.7,10.3,56.04,0.0
0ed6ce5d87fd9c69eaacaeb778d67235,SP,42,2026.52,4.39,6,-12.8,15.5,670.78,14.3
0ee4fb99ac55ffbbc98795aa01b7f8fa,SP,1,59.9,5.0,0,-15.0,6.0,11.03,0.0
0ef83d7d83ed97cd2a0049ac8be5f88a,PR,47,4644.02,4.2,1,-14.1,8.9,1041.89,2.1
0f0c984a4a955310903b6b6008660bad,SP,4,369.81,3.75,0,-10.0,13.5,111.57000000000001,0.0
0f519b0d2e5eb2227c93dd25038bfc01,SP,1,79.9,5.0,0,-40.0,12.0,23.0,0.0
0f7eea709efdf942b5f95c7516dbacd7,SP,3,195.74,4.0,0,-20.0,7.7,44.32,0.0
0f80a40c312b2472dca482cf50f5186f,SP,1,129.9,3.0,0,-17.0,5.0,20.1,0.0
0f94588695d71662beec8d883ffacf09,SC,1,9.0,5.0,0,-12.0,14.0,18.59,0.0
0fe2d9733ed841eb064503920015a8c0,SP,3,389.64,4.67,0,-13.3,8.0,108.71000000000001,0.0
0ff83046c3fa22efee8ecf291888b191,RS,10,768.9,4.8,0,-17.7,12.1,254.48000000000002,0.0
0ffa40d54288e4f3499b8780dd0f144f,SP,33,2162.8,4.48,4,-12.0,13.2,583.67,12.1
10076e5788b8ee532724bcd460baf762,SP,22,797.48,4.59,1,-12.0,9.8,365.26,4.5
10089e9f2fd0c668a8fd4e52e1698888,SP,3,1139.9,4.33,0,-16.7,7.0,59.41,0.0
101a3a003516bc11253298b2fad3cb65,SP,5,450.0,4.8,0,-8.6,6.0,74.0,0.0
1025f0e2d44d7041d6cf58b6550e0bfa,SP,898,138739.25,4.02,72,-10.8,12.0,34038.52,8.0
10264f60a8f0a4d2f30810f5c661c673,SP,4,284.6,5.0,0,-8.8,3.5,41.86,0.0
1099a00e0ee3a50935e6c2447ca090c5,RJ,3,849.7,3.67,1,-9.7,14.7,61.13,33.3
10cdd491d1dbea8fb4ead97b19c334ce,MG,3,208.9,5.0,0,-18.0,6.3,78.86,0.0
10ff823eda2b032e2c93d17a7d294736,SP,8,1144.98,4.25,0,-14.1,9.4,147.88,0.0
112453736dbe3889cfb74e1aaa0ba0c1,SP,7,1890.0,4.14,0,-7.0,12.9,264.77,0.0
1127b7f2594683f2510f1c2c834a486b,SP,109,6846.7,4.22,2,-11.3,8.9,1789.45,1.8
11305281b50fff20ae8bb473f8e11876,MG,35,6978.59,4.31,4,-12.8,13.1,1472.5,11.4
113e3a788b935f48aad63e1c41dac1bd,SP,39,847.35,4.32,2,-15.0,12.7,686.6,5.1
116ccb1a1604bc88e4d234a8c23f33de,SP,60,1960.79,4.63,2,-10.1,8.6,931.14,3.3
11742f81550ac064cc9a40f67151d9ad,SP,2,781.9,5.0,0,-5.0,8.5,49.11,0.0
117cfc326c6d50da67ca858ff5c0c852,RJ,5,454.6,4.6,0,-9.2,5.8,81.47999999999999,0.0
11938fcc75f6902fea1d0a6f72b54a57,SC,2,594.98,3.0,0,-21.0,21.5,142.16,0.0
119c7f1a00ef43fad0e57604e76a747c,SP,2,189.8,4.5,0,-6.5,5.5,17.02,0.0
119d1aef1b4144adba89163f6cd9f5d4,SP,4,1094.0,4.75,0,-12.0,4.2,204.24,0.0
11bfa66332777660bd0640ee84d47006,SP,76,3925.87,3.89,11,-9.1,16.1,1682.67,14.5
11d4c477d09821164bca4f70a2eae031,SP,3,83.04,5.0,0,-12.0,6.3,57.81999999999999,0.0
11eac105f3f90a9b87b19c89d91e24f3,SP,5,802.89,3.6,0,-13.8,8.8,124.94,0.0
11fb6f6d341adbe19e81733701704635,SP,3,1197.0,5.0,0,-7.3,4.7,399.65999999999997,0.0
120476eb7a04c149d14772edaf5d9bf2,RJ,4,2368.8,4.25,0,-13.2,7.5,150.83,0.0
1284de4ae8aa26997e748c851557cf0e,SP,3,1459.97,2.67,0,-9.0,18.7,86.87,0.0
128639473a139ac0f3e5f5ade55873a5,PR,524,11893.73,4.22,22,-12.2,13.9,9771.96,4.2
128f9bfbe4c7d5185033914b1de3d39a,SP,13,1267.39,4.77,1,-12.8,11.5,251.98,7.7
12a8eb0f8d1cd3270695bf2a99f55966,SP,2,397.0,3.5,0,-10.0,20.5,39.67,0.0
12b9676b00f60f3b700e83af21824c0e,RS,133,26376.0,4.54,1,-21.2,14.6,3525.67,0.8
12c2ed9cded6138cf0c75f525f565fc7,SP,3,214.97,4.33,1,-2.0,15.3,37.76,33.3
13074f016982ff2bd6c58ced8682f000,RS,13,1977.0,4.15,3,-7.9,14.4,775.66,23.1
131fcb0a0c9a47bba4474aacff0f14b7,SP,4,369.8,4.0,0,-8.0,3.8,36.61,0.0
1336efc61c316ddf92c899eb817f7cae,SP,68,4586.73,4.21,6,-11.2,11.5,1407.82,8.8
134285d1f41da5c13a756ee8142c8a4e,SP,3,1572.7,3.33,0,-9.3,7.7,80.93,0.0
134a288e7de827ec5ec62e3ec9c3a295,SP,9,877.45,4.78,0,-10.9,9.1,126.55,0.0
134b867a0f7f8bbe6abf10f91874891e,SP,1,789.89,4.0,0,-19.0,12.0,132.95,0.0
13511db12ac61e2f89c53b72a944a60b,RS,6,798.0,3.5,0,-12.8,8.8,265.97,0.0
1352e06ae67b410cdae0b2a22361167b,RJ,2,178.0,3.0,2,2.5,33.5,36.1,100.0
1354d51653f645349064725ed204e85e,SP,18,2410.0,3.89,0,-18.8,9.1,284.72,0.0
138dbe45fc62f1e244378131a6801526,SP,45,1114.96,4.24,1,-8.8,6.2,660.17,2.2
139157dd4daa45c25b0807ffff348363,SP,1,29.9,4.0,0,-13.0,1.0,7.78,0.0
13c2ed7698b3ca92dad49e849219da59,PR,8,498.61,4.38,0,-10.0,10.4,154.68,0.0
13d058e4eeac2ce8217660b2f8a05812,SP,22,3739.78,4.18,2,-10.3,10.8,907.59,9.1
13d95f0f6f73943d4ceffad0fc2cd32c,GO,1,249.99,3.0,1,2.0,22.0,59.33,100.0
13dd308f81fea30cc670c656b2b46cc3,SP,3,117.7,5.0,0,-6.3,3.0,33.44,0.0
13e85aac53340018b40c2af68001b7e0,SP,1,17.8,5.0,0,-35.0,17.0,14.12,0.0
13f57c12a00ed4610db646b913a7f5c6,SP,7,645.2,4.86,1,-7.9,11.9,175.95,14.3
13fa2a6c6b9d0f43cb588d7c82117a12,SP,9,4528.0,4.11,3,-5.8,20.7,191.44,33.3
141440cad9341e553f8401c574a2aa38,PR,11,1288.2,4.45,0,-21.8,6.3,290.8,0.0
1430239a858e7682bbc43b20758af153,SP,17,633.99,4.18,0,-10.4,7.2,254.65,0.0
1444c08e64d55fb3c25f0f09c07ffcf2,BA,1,2749.0,1.0,0,-22.0,10.0,69.74,0.0
1464afc72f696af775557a821c2e253f,RJ,29,1059.36,4.24,1,-12.5,11.1,454.42,3.4
14a08204d03bb6b6bde8029f801ae0eb,SP,28,2315.3,3.89,0,-14.4,8.4,620.38,0.0
14d7985702e72162bbf13b6beb74ab2b,SP,36,3832.0,4.36,4,-8.6,10.6,536.93,11.1
14ee35374a7876217954b5fa08e50463,SP,5,690.0,4.4,1,-5.2,19.0,82.62,20.0
14f2b3587172b9db894c9bad8dab520b,RS,2,244.0,2.5,0,-12.5,13.5,86.06,0.0
152ee17e4c8aaf53dac99f3462e4999b,SC,6,308.96,4.33,0,-14.3,10.3,95.97,0.0
154bdf805377afea75a3bd158e9eab10,SP,1,89.9,1.0,1,2.0,24.0,19.82,100.0
1554a68530182680ad5c8b042c3ab563,MG,244,29284.74,4.36,15,-13.8,13.8,6674.47,6.1
157c3e4b42f81ac4a44e8b1ca2fe9876,SP,19,2015.4,3.79,2,-11.9,11.1,449.04,10.5
1588ac4010787100dddef64568f0ae35,PR,3,599.97,3.0,0,-9.0,19.3,46.0,0.0
15aac934c58d886785ac1b17953ea898,ES,25,4353.9,4.24,3,-9.2,13.9,665.6999999999999,12.0
15b3b1b81484422eb41df68ac87f1f50,SP,1,43.35,1.0,0,-5.0,14.0,12.69,0.0
15cd6eefe58588619aaed41dfa6621b1,MG,15,1551.84,4.47,1,-10.0,15.4,546.71,6.7
15ead3a5037a918ddb520dfe39a3d2b9,MG,6,254.5,4.83,1,-8.0,17.3,140.22,16.7
15fa791d5e017f66402dc28c44480657,SP,8,1802.0,4.25,1,-8.6,11.1,181.29,12.5
160851d3ece7aa1a510f8d1a4bb8a8af,SP,2,102.05,5.0,0,-13.0,5.0,39.099999999999994,0.0
16090f2ca825584b5a147ab24aa30c86,SP,397,25551.16,4.09,32,-9.7,8.7,5400.47,8.1
160e4f13fd3a64b1b86807be88b5ffb0,PR,4,886.0,4.25,0,-15.0,14.0,94.45,0.0
